Timestamp,What is your age?,What is your gender?,Highest Level of Education Completed,Employment Type,How many hours do you work in an average week?,Number of years in current industry,"What is your expected personal income (pre-tax, in USD) this year?",Marital Status,Family Status
8/25/2009 9:51:46,25,Male,Bachelors,Small Business,60,8,60000,Married/Partner,1
8/25/2009 9:51:47,30,Male,Ph.D/DDS/MD,Large Business,50,1,110000,Married/Partner,1
8/25/2009 9:51:48,27,Male,Bachelors,Small Business,40,5,80000,Single,0
8/25/2009 9:52:14,37,Male,Bachelors,Self Employed,45,15,100000,Single,0
8/25/2009 9:52:54,28,Male,Bachelors,Small Business,50,4,60000,Single,0
8/25/2009 9:52:58,30,Male,High School,Self Employed,55,13,36000,Single,0
8/25/2009 9:53:12,26,Male,Bachelors,Unemployed,40,2,55000,Married/Partner,1
8/25/2009 9:53:14,27,Male,Masters/MBA,Corporation,80,3,150000,Single,0
8/25/2009 9:53:25,26,Male,Some College,Small Business,40,1,37000,Single,0
8/25/2009 9:53:28,23,Male,Bachelors,Small Business,50,4,80000,Single,0
8/25/2009 9:54:02,23,Male,Bachelors,Self Employed,45,4,24000,Single,0
8/25/2009 9:54:05,22,Male,Some College,Self Employed,20,4,5000,Single,0
8/25/2009 9:54:18,25,Male,Bachelors,Small Business,45,4,48000,Single,0
8/25/2009 9:54:58,35,Male,Bachelors,Large Business,60,2,62000,Married/Partner,1
8/25/2009 9:55:12,23,Male,Bachelors,Small Business,50,3,80000,Single,0
8/25/2009 9:55:44,29,Male,Masters/MBA,Government,40,2,45000,Single,0
8/25/2009 9:55:59,28,Male,Bachelors,Small Business,65,9,85000,Single,0
8/25/2009 9:56:04,30,Male,Bachelors,Small Business,45,10,80000,Single,0
8/25/2009 9:56:20,25,Male,Masters/MBA,Small Business,40,3,42000,Married/Partner,0
8/25/2009 9:57:07,42,Male,Bachelors,Small Business,44,1,65000,Married/Partner,1
8/25/2009 9:57:29,20,Male,Some College,Student,18,2,9000,Single,0
8/25/2009 9:57:59,28,Male,Bachelors,Corporation,70,7,105000,Married/Partner,0
8/25/2009 9:58:08,44,Male,Masters/MBA,Government,50,21,120000,Married/Partner,0
8/25/2009 9:58:24,30,Male,Masters/MBA,Small Business,50,6,60000,Married/Partner,1
8/25/2009 9:58:30,37,Male,Some College,Small Business,50,15,150000,Married/Partner,1
8/25/2009 9:59:06,23,Male,Some College,Small Business,45,3,115000,Married/Partner,0
8/25/2009 9:59:11,19,Male,High School,Student,40,1,$8050,Single,0
8/25/2009 9:59:19,42,Male,Bachelors,Small Business,70,13,300000,Married/Partner,3
8/25/2009 9:59:23,32,Male,Bachelors,Small Business,40,10,116000,Married/Partner,2
8/25/2009 9:59:28,21,Male,Some College,Student,40,2,45000,Single,0
8/25/2009 10:00:00,23,Male,Bachelors,Small Business,70,1,110000,Single,0
8/25/2009 10:00:26,28,Male,Associates,Small Business,40,10,80000,Married/Partner,2
8/25/2009 10:01:01,24,Male,Bachelors,Corporation,40,2,63000,Married/Partner,0
8/25/2009 10:01:17,22,Male,High School,Small Business,20,5,100000,Single,0
8/25/2009 10:01:31,28,Male,Bachelors,Corporation,40,6,90000,Married/Partner,0
8/25/2009 10:01:49,25,Male,Masters/MBA,Government,64,2,0,Single,0
8/25/2009 10:01:49,27,Male,Masters/MBA,Small Business,40,5,51000,Married/Partner,0
8/25/2009 10:02:02,30,Male,Bachelors,Corporation,40,6,80000,Married/Partner,1
8/25/2009 10:02:31,34,Male,Bachelors,Small Business,48,2,80000,Married/Partner,0
8/25/2009 10:02:35,27,Male,Some College,Small Business,40,5,50000,Single,0
8/25/2009 10:02:49,25,Male,Bachelors,Corporation,40,6,80000,Single,0
8/25/2009 10:02:50,30,Male,Masters/MBA,Small Business,50,10,80000,Married/Partner,0
8/25/2009 10:03:17,19,Male,High School,Self Employed,30,5,1000,Single,0
8/25/2009 10:03:17,23,Male,Bachelors,Self Employed,65,2,0,Single,0
8/25/2009 10:03:45,21,Male,High School,Self Employed,30,7,65000,Married/Partner,1
8/25/2009 10:03:57,27,Male,Bachelors,Corporation,60,5,100000,Single,0
8/25/2009 10:03:58,26,Male,Bachelors,Large Business,40,2,35000,Married/Partner,0
8/25/2009 10:04:48,25,Male,Bachelors,Small Business,40,8,60229.78,Single,0
8/25/2009 10:05:04,29,Male,Masters/MBA,Large Business,40,4,30000,Single,0
8/25/2009 10:05:13,32,Male,Bachelors,Corporation,90,16,150000,Divorced/Seperated,0
8/25/2009 10:05:17,34,Male,Bachelors,Large Business,40,6,80000,Married/Partner,3
8/25/2009 10:05:18,31,Male,Masters/MBA,Small Business,50,9,80000,Single,0
8/25/2009 10:06:05,39,Male,Ph.D/DDS/MD,Small Business,40,12,115000,Married/Partner,1
8/25/2009 10:06:15,27,Male,Bachelors,Corporation,50,8,38000,Single,0
8/25/2009 10:06:18,24,Male,Bachelors,Small Business,45,2,60000,Single,0
8/25/2009 10:06:47,29,Male,Bachelors,Large Business,40,4,65000,Married/Partner,2
8/25/2009 10:07:00,35,Male,Bachelors,Small Business,43,12,800000,Married/Partner,2
8/25/2009 10:07:01,23,Male,Bachelors,Self Employed,50,12,30000,Single,0
8/25/2009 10:07:14,30,Male,Bachelors,Small Business,40,4,76000,Married/Partner,0
8/25/2009 10:07:25,34,Male,Masters/MBA,Self Employed,30,10,60000,Single,0
8/25/2009 10:07:49,24,Male,Masters/MBA,Corporation,40,1,85000,Single,0
8/25/2009 10:07:59,34,Male,Some College,Small Business,45,12,50000,Married/Partner,1
8/25/2009 10:08:22,26,Male,Some College,Small Business,40,7,90000,Married/Partner,0
8/25/2009 10:08:26,25,Male,Some College,Government,40,7,40000,Single,0
8/25/2009 10:09:01,22,Male,Bachelors,Corporation,45,0,80000,Single,0
8/25/2009 10:09:16,20,Male,High School,Student,30,3,5000,Single,0
8/25/2009 10:09:17,18,Male,High School,Student,0,0,0,Single,0
8/25/2009 10:09:36,36,Male,Masters/MBA,Corporation,40,14,55000,Married/Partner,2
8/25/2009 10:10:09,27,Male,Bachelors,Corporation,50,8,90000,Single,0
8/25/2009 10:10:15,17,Male,Pre-High School,Student,24,0,0,Single,0
8/25/2009 10:10:17,25,Male,Bachelors,Corporation,50,4,12000,Single,0
8/25/2009 10:10:21,22,Male,Bachelors,Government,20,1,12000,Single,0
8/25/2009 10:10:23,49,Male,Some College,Large Business,40,12,70000,Married/Partner,2
8/25/2009 10:11:07,28,Male,Some College,Small Business,45,5,80000,Married/Partner,0
8/25/2009 10:11:14,25,Male,Some College,Small Business,45,5,55000,Single,0
8/25/2009 10:11:15,27,Male,Bachelors,Student,60,10,0,Single,0
8/25/2009 10:11:22,20,Male,Some College,Student,0,0,0,Single,0
8/25/2009 10:11:42,23,Male,Some College,Self Employed,30,2,40000,Single,0
8/25/2009 10:11:44,29,Male,Masters/MBA,Corporation,45,4,70000,Married/Partner,0
8/25/2009 10:11:47,28,Male,Bachelors,Self Employed,35,2,60000,Married/Partner,1
8/25/2009 10:11:53,25,Male,Bachelors,Small Business,40,3,54000,Single,0
8/25/2009 10:13:00,39,Male,Some College,Self Employed,6,19,25000,Single,0
8/25/2009 10:13:03,40,Male,Masters/MBA,Self Employed,50,14,40000,Married/Partner,2
8/25/2009 10:13:07,27,Male,Some College,Large Business,20,3,25000,Single,0
8/25/2009 10:13:08,29,Male,Bachelors,Small Business,40,10,75000,Married/Partner,0
8/25/2009 10:13:10,32,Male,Bachelors,Corporation,40,6,90000,Married/Partner,0
8/25/2009 10:13:19,21,Male,Some College,Small Business,60,4,150000,Married/Partner,0
8/25/2009 10:13:38,21,Male,Some College,Large Business,37.5,2,38500,Single,0
8/25/2009 10:13:45,28,Male,Masters/MBA,Large Business,40,5,68000,Single,0
8/25/2009 10:14:05,28,Male,Some College,Small Business,60,8,40000,Single,0
8/25/2009 10:14:13,24,Male,Masters/MBA,Small Business,20,2,64500,Married/Partner,0
8/25/2009 10:14:26,30,Male,Bachelors,Small Business,40,7,75000,Single,0
8/25/2009 10:14:46,30,Male,Masters/MBA,Small Business,50,6,45000,Married/Partner,0
8/25/2009 10:15:06,32,Male,Bachelors,Corporation,40,1,82500,Married/Partner,2
8/25/2009 10:15:07,26,Male,Some College,Large Business,50,5,75000,Single,0
8/25/2009 10:15:13,30,Male,Some College,Large Business,40,9,70000,Married/Partner,0
8/25/2009 10:15:27,29,Male,Bachelors,Self Employed,20,7,60000,Single,0
8/25/2009 10:15:35,25,Male,Bachelors,Corporation,70,3,130000,Single,0
8/25/2009 10:15:40,28,Male,Bachelors,Large Business,40,2,65000,Married/Partner,0
8/25/2009 10:16:18,33,Male,Associates,Corporation,50,3,55000,Single,0
8/25/2009 10:16:56,24,Male,Bachelors,Student,30,5,2000,Single,0
8/25/2009 10:17:02,26,Male,Some College,Small Business,50,8,35000,Single,1
8/25/2009 10:17:25,37,Male,Bachelors,Corporation,40,12,100000,Married/Partner,3
8/25/2009 10:17:44,28,Male,Bachelors,Small Business,50,4,45000,Single,0
8/25/2009 10:17:57,32,Male,Some College,Self Employed,45,15,120000,Married/Partner,2
8/25/2009 10:18:16,15,Male,Pre-High School,Student,56,0,10,Single,0
8/25/2009 10:18:20,25,Male,Bachelors,Small Business,40,4,60000,Single,0
8/25/2009 10:18:21,32,Male,Ph.D/DDS/MD,Small Business,40,10,90000,Single,0
8/25/2009 10:18:35,28,Male,Bachelors,Small Business,40,4,50000,Single,0
8/25/2009 10:18:43,30,Male,Bachelors,Corporation,40,10,12000,Married/Partner,1
8/25/2009 10:19:03,27,Male,Masters/MBA,Small Business,50,3,60000,Single,0
8/25/2009 10:19:06,34,Male,Bachelors,Small Business,20,7,80000,Single,0
8/25/2009 10:19:19,27,Male,Bachelors,Small Business,48,5,45000,Single,0
8/25/2009 10:19:19,29,Male,Bachelors,Small Business,20,2,10000,Single,0
8/25/2009 10:19:23,21,Male,Some College,Student,40,0,0,Single,0
8/25/2009 10:19:29,23,Male,Some College,Self Employed,43,3,50000,Single,0
8/25/2009 10:20:05,54,Male,Masters/MBA,Large Business,60,30,100000,Single,0
8/25/2009 10:20:21,22,Male,Bachelors,Large Business,40,5,58000,Single,0
8/25/2009 10:20:36,35,Male,Bachelors,Corporation,60,15,150000,Single,0
8/25/2009 10:20:45,27,Male,Masters/MBA,Corporation,45,5,140000,Married/Partner,1
8/25/2009 10:21:02,28,Male,Bachelors,Large Business,50,4,100000,Single,0
8/25/2009 10:21:11,25,Male,Masters/MBA,Self Employed,45,2,15000,Single,0
8/25/2009 10:21:39,41,Male,Bachelors,Corporation,40,23,120000,Married/Partner,1
8/25/2009 10:21:44,29,Male,Masters/MBA,Large Business,50,10,105000,Single,0
8/25/2009 10:21:46,21,Male,Bachelors,Student,10,7,10000,Single,0
8/25/2009 10:21:46,32,Male,Bachelors,Self Employed,30,6,70000,Single,0
8/25/2009 10:22:00,25,Male,Masters/MBA,Student,40,4,20840,Married/Partner,0
8/25/2009 10:23:12,21,Male,Bachelors,Unemployed,40,4,30000,Single,0
8/25/2009 10:23:27,28,Male,Bachelors,Small Business,40,3,53000,Married/Partner,3
8/25/2009 10:23:42,27,Male,Masters/MBA,Corporation,50,1,100000,Single,0
8/25/2009 10:24:04,24,Male,Bachelors,Large Business,50,2,63000,Married/Partner,0
8/25/2009 10:24:37,32,Male,Some College,Corporation,60,4,39900,Married/Partner,2
8/25/2009 10:25:04,25,Male,Bachelors,Large Business,38,2,80000,Single,0
8/25/2009 10:25:16,33,Male,Bachelors,Self Employed,60,12,50000,Single,0
8/25/2009 10:25:32,23,Male,Bachelors,Corporation,40,2,60000,Married/Partner,0
8/25/2009 10:25:48,35,Male,Some College,Corporation,40,10,56000,Single,0
8/25/2009 10:25:49,41,Male,Bachelors,Large Business,40,14,130000,Married/Partner,1
8/25/2009 10:25:51,40,Male,Bachelors,Small Business,45,12,100000,Remarried,2
8/25/2009 10:25:56,25,Male,Bachelors,Corporation,35,10,30000,Married/Partner,0
8/25/2009 10:25:56,24,Male,Bachelors,Large Business,30,3,60000,Married/Partner,0
8/25/2009 10:26:16,26,Male,Bachelors,Corporation,48,1,80000,Married/Partner,0
8/25/2009 10:26:23,29,Male,Bachelors,Government,32,7,43000,Married/Partner,2
8/25/2009 10:26:32,22,Male,Some College,Small Business,50,1,7000,Single,0
8/25/2009 10:26:39,31,Male,Bachelors,Corporation,45,8,125000,Single,0
8/25/2009 10:26:51,28,Male,Ph.D/DDS/MD,Small Business,60,3,80000,Married/Partner,0
8/25/2009 10:27:15,36,Male,Bachelors,Small Business,50,14,130000,Married/Partner,2
8/25/2009 10:27:18,32,Male,Some College,Corporation,45,15,190000,Married/Partner,1
8/25/2009 10:27:42,30,Male,Some College,Self Employed,25,10,300000,Single,0
8/25/2009 10:27:49,21,Male,Some College,Small Business,50,2,50000,Married/Partner,0
8/25/2009 10:28:53,29,Male,Associates,Small Business,45,5,70000,Single,0
8/25/2009 10:29:21,24,Male,Bachelors,Corporation,40,3,105000,Single,0
8/25/2009 10:29:23,32,Male,Bachelors,Self Employed,60,12,0,Single,0
8/25/2009 10:29:29,42,Male,Masters/MBA,Small Business,40,18,140000,Married/Partner,4
8/25/2009 10:29:33,28,Male,High School,Self Employed,60,12,115000,Married/Partner,0
8/25/2009 10:29:48,23,Male,Bachelors,Student,50,3,27000,Single,0
8/25/2009 10:30:16,21,Male,Some College,Student,45,5,12000,Single,0
8/25/2009 10:30:23,37,Male,Masters/MBA,Self Employed,50,12,120000,Married/Partner,2
8/25/2009 10:30:26,32,Male,Masters/MBA,Large Business,45,10,150000,Married/Partner,1
8/25/2009 10:30:26,26,Male,Bachelors,Self Employed,50,2,20563,Single,0
8/25/2009 10:30:29,20,Male,Some College,Student,20,5,20000,Single,0
8/25/2009 10:30:57,30,Male,Bachelors,Small Business,40,6,80000,Married/Partner,2
8/25/2009 10:31:32,28,Male,Bachelors,Corporation,60,5,75000,Single,0
8/25/2009 10:31:40,27,Male,Masters/MBA,Large Business,45,5,90000,Single,0
8/25/2009 10:31:47,28,Male,Some College,Small Business,50,5,70000,Married/Partner,1
8/25/2009 10:32:12,23,Male,Bachelors,Small Business,40,3,39000,Married/Partner,0
8/25/2009 10:32:25,30,Male,Masters/MBA,Self Employed,60,10,50000,Single,0
8/25/2009 10:32:59,25,Male,Some College,Small Business,40,11,55000,Married/Partner,0
8/25/2009 10:33:03,22,Male,Bachelors,Self Employed,70,5,140000,Single,0
8/25/2009 10:33:05,27,Male,Bachelors,Small Business,40,6,85000,Single,0
8/25/2009 10:33:09,34,Male,Bachelors,Small Business,37.5,11,60000,Single,0
8/25/2009 10:33:14,49,Male,Some College,Unemployed,5,22,10800,Single,0
8/25/2009 10:33:20,30,Male,Some College,Small Business,60,10,100000,Married/Partner,0
8/25/2009 10:33:28,26,Male,Bachelors,Small Business,40,4,67000,Married/Partner,0
8/25/2009 10:33:46,35,Male,Bachelors,Large Business,40,5,75000,Single,1
8/25/2009 10:34:22,27,Male,Some College,Corporation,40,2,42000,Single,0
8/25/2009 10:34:47,25,Male,Masters/MBA,Self Employed,60,5,100000,Single,0
8/25/2009 10:35:05,26,Male,Bachelors,Self Employed,10,2,50000,Married/Partner,0
8/25/2009 10:35:36,20,Male,Bachelors,Small Business,45,2,4000,Single,0
8/25/2009 10:35:39,23,Male,High School,Unemployed,60,5,10000,Married/Partner,0
8/25/2009 10:35:40,23,Male,Bachelors,Self Employed,10,9,4000,Single,0
8/25/2009 10:35:44,27,Male,Bachelors,Self Employed,50,1,50000,Single,0
8/25/2009 10:35:54,38,Male,Bachelors,Small Business,50,16,150000,Married/Partner,2
8/25/2009 10:35:56,22,Male,Bachelors,Self Employed,40,1,1000,Single,0
8/25/2009 10:36:17,34,Male,Some College,Small Business,50,10,70000,Married/Partner,1
8/25/2009 10:36:21,28,Male,High School,Corporation,40,5,70000,Married/Partner,0
8/25/2009 10:36:22,20,Male,High School,Student,20,3,10000,Single,0
8/25/2009 10:36:24,29,Male,Bachelors,Small Business,40,5,60000,Single,0
8/25/2009 10:36:33,22,Male,Bachelors,Self Employed,80,5,95000,Single,0
8/25/2009 10:36:47,29,Male,Bachelors,Large Business,45,3,53000,Single,0
8/25/2009 10:37:00,24,Male,Bachelors,Large Business,40,2,80000,Single,0
8/25/2009 10:37:19,25,Male,Some College,Small Business,55,4,65000,Single,0
8/25/2009 10:37:27,22,Male,Bachelors,Small Business,45,6,75000,Single,0
8/25/2009 10:38:11,28,Male,Bachelors,Small Business,55,5,90000,Single,0
8/25/2009 10:38:38,24,Male,Bachelors,Small Business,45,2,70000,Single,0
8/25/2009 10:39:15,25,Male,Bachelors,Small Business,10,3,11000,Married/Partner,0
8/25/2009 10:39:27,42,Male,Bachelors,Small Business,50,20,200000,Married/Partner,2
8/25/2009 10:39:27,37,Male,Bachelors,Self Employed,40,6,50000,Married/Partner,0
8/25/2009 10:39:40,19,Male,High School,Student,0,0,0,Single,0
8/25/2009 10:39:53,23,Male,Bachelors,Corporation,55,4,70000,Single,0
8/25/2009 10:40:08,22,Male,Bachelors,Government,40,2,40000,Single,0
8/25/2009 10:40:21,29,Male,Some College,Small Business,45,8,105000,Married/Partner,1
8/25/2009 10:40:34,26,Male,Masters/MBA,Student,80,3,24000,Single,0
8/25/2009 10:40:54,30,Male,Some College,Self Employed,50,8,100000,Married/Partner,3
8/25/2009 10:41:34,27,Male,Bachelors,Self Employed,60,5,60000,Single,0
8/25/2009 10:41:58,28,Male,Bachelors,Government,55,6,67600,Married/Partner,0
8/25/2009 10:42:31,22,Male,Bachelors,Government,50,1,45000,Single,0
8/25/2009 10:42:45,24,Male,Some College,Self Employed,70,5,120000,Single,0
8/25/2009 10:43:07,27,Male,Bachelors,Large Business,40,5,80000,Single,0
8/25/2009 10:43:23,29,Male,Associates,Small Business,50,10,35000,Married/Partner,2
8/25/2009 10:44:45,28,Male,Bachelors,Small Business,40,3,67000,Single,0
8/25/2009 10:45:09,27,Male,Ph.D/DDS/MD,Self Employed,80,6,60000,Single,0
8/25/2009 10:45:22,30,Male,Masters/MBA,Corporation,40,8,100000,Married/Partner,1
8/25/2009 10:45:37,28,Male,Bachelors,Corporation,40,3,52000,Single,0
8/25/2009 10:45:45,24,Male,Bachelors,Large Business,60,2,60000,Single,0
8/25/2009 10:46:00,26,Male,Masters/MBA,Corporation,35,5,120000,Single,0
8/25/2009 10:46:21,27,Male,Some College,Large Business,50,8,90000,Married/Partner,1
8/25/2009 10:46:24,38,Male,Bachelors,Small Business,43,15,125000,Married/Partner,1
8/25/2009 10:46:46,33,Male,Ph.D/DDS/MD,Corporation,37.5,6,65500,Married/Partner,0
8/25/2009 10:47:05,20,Male,Some College,Large Business,17,3,18000,Married/Partner,0
8/25/2009 10:47:16,22,Male,Bachelors,Small Business,55,3,73000,Single,0
8/25/2009 10:47:50,34,Male,Bachelors,Small Business,45,9,94000,Married/Partner,1
8/25/2009 10:47:59,25,Male,Bachelors,Large Business,40,6,30000,Single,0
8/25/2009 10:48:28,25,Male,Bachelors,Student,30,7,4000,Single,0
8/25/2009 10:48:56,22,Male,Some College,Small Business,45,8,55000,Single,0
8/25/2009 10:49:02,18,Male,Some College,Self Employed,10,2,30000,Single,0
8/25/2009 10:49:03,23,Male,Bachelors,Small Business,40,2,42000,Single,0
8/25/2009 10:49:22,26,Male,Bachelors,Small Business,40,3,85000,Single,0
8/25/2009 10:49:31,23,Male,Masters/MBA,Corporation,40,3,86000,Single,0
8/25/2009 10:50:03,22,Male,High School,Student,20,0,0,Single,0
8/25/2009 10:50:13,23,Male,Bachelors,Small Business,40,1,30000,Single,0
8/25/2009 10:50:47,19,Male,Some College,Small Business,20,1,25000,Single,0
8/25/2009 10:50:47,27,Male,Masters/MBA,Small Business,50,3,65000,Married/Partner,1
8/25/2009 10:52:16,20,Male,Bachelors,Corporation,40,2,70000,Single,0
8/25/2009 10:52:20,23,Male,Bachelors,Unemployed,10,3,10000,Single,0
8/25/2009 10:52:21,23,Male,Bachelors,Small Business,40,1,55000,Single,0
8/25/2009 10:52:23,33,Male,Ph.D/DDS/MD,Self Employed,50,16,150000,Married/Partner,1
8/25/2009 10:52:28,26,Male,Masters/MBA,Small Business,40,5,40000,Married/Partner,0
8/25/2009 10:53:05,35,Male,Some College,Self Employed,60,5,0,Single,0
8/25/2009 10:53:16,35,Male,Masters/MBA,Student,60,9,22000,Single,0
8/25/2009 10:53:30,26,Male,Bachelors,Small Business,60,4,45000,Single,0
8/25/2009 10:53:32,28,Male,Some College,Small Business,55,5,41125,Married/Partner,0
8/25/2009 10:53:39,26,Male,Some College,Small Business,50,8,900000,Single,0
8/25/2009 10:53:48,49,Male,Bachelors,Unemployed,60,18,77000,Single,3
8/25/2009 10:54:06,22,Male,Bachelors,Small Business,40,2,0,Married/Partner,0
8/25/2009 10:54:08,30,Male,Masters/MBA,Self Employed,60,10,150000,Married/Partner,1
8/25/2009 10:54:21,31,Male,Masters/MBA,Government,45,10,60000,Single,0
8/25/2009 10:54:53,28,Male,Masters/MBA,Small Business,70,10,88000,Single,0
8/25/2009 10:54:58,28,Male,Some College,Large Business,45,7,75000,Married/Partner,1
8/25/2009 10:55:05,27,Male,Bachelors,Student,35,1,15000,Married/Partner,0
8/25/2009 10:55:13,28,Male,Ph.D/DDS/MD,Self Employed,50,2,100000,Single,0
8/25/2009 10:55:36,30,Male,Bachelors,Student,60,9,10000,Married/Partner,0
8/25/2009 10:56:02,28,Male,Some College,Government,45,8,52000,Single,0
8/25/2009 10:56:06,49,Male,Bachelors,Large Business,38,23,80000,Married/Partner,0
8/25/2009 10:56:36,28,Male,Masters/MBA,Student,40,22,21000,Single,0
8/25/2009 10:57:05,31,Male,Bachelors,Self Employed,70,9,140000,Married/Partner,0
8/25/2009 10:57:34,24,Male,Masters/MBA,Corporation,40,6,110000,Single,0
8/25/2009 10:59:11,33,Male,Bachelors,Small Business,50,10,120000,Married/Partner,3
8/25/2009 10:59:23,23,Female,Some College,Self Employed,20,5,72500,Married/Partner,0
8/25/2009 10:59:28,19,Male,High School,Student,10,1,2000,Single,0
8/25/2009 10:59:42,28,Male,Some College,Corporation,60,9,97000,Married/Partner,6
8/25/2009 10:59:43,26,Male,Ph.D/DDS/MD,Student,48,8,50000,Single,0
8/25/2009 11:00:17,30,Male,Pre-High School,Small Business,50,12,60000,Single,0
8/25/2009 11:00:27,40,Male,Bachelors,Small Business,40,13,68000,Married/Partner,8
8/25/2009 11:00:34,23,Male,Bachelors,Self Employed,55,2,65000,Married/Partner,1
8/25/2009 11:00:41,46,Male,High School,Corporation,50,9,90000,Married/Partner,2
8/25/2009 11:00:45,27,Male,Bachelors,Self Employed,45,8,35000,Married/Partner,0
8/25/2009 11:01:21,26,Male,Masters/MBA,Small Business,60,2,65000,Single,0
8/25/2009 11:01:24,29,Male,Associates,Self Employed,25,8,8000,Single,0
8/25/2009 11:01:59,22,Male,Bachelors,Unemployed,45,4,8000,Single,0
8/25/2009 11:02:06,19,Male,Some College,Student,20,2,0,Single,0
8/25/2009 11:02:09,25,Male,Masters/MBA,Government,60,10,30000,Single,0
8/25/2009 11:02:10,28,Male,Masters/MBA,Government,38,3,40000,Single,0
8/25/2009 11:02:12,20,Male,Bachelors,Student,30,3,20000,Single,0
8/25/2009 11:03:05,30,Male,Some College,Small Business,5,12,60000,Married/Partner,0
8/25/2009 11:03:19,39,Male,Bachelors,Large Business,40,20,90000,Married/Partner,2
8/25/2009 11:03:22,29,Male,Bachelors,Small Business,45,7,90000,Married/Partner,1
8/25/2009 11:03:43,38,Male,Bachelors,Self Employed,35,15,90000,Married/Partner,2
8/25/2009 11:04:00,22,Male,Bachelors,Unemployed,0,0,0,Single,0
8/25/2009 11:04:01,24,Male,Bachelors,Government,32,1,37000,Single,0
8/25/2009 11:04:32,30,Male,Bachelors,Large Business,40,1,45800,Single,0
8/25/2009 11:04:45,23,Male,Bachelors,Unemployed,0,13,HI DAVE!,Married/Partner,0
8/25/2009 11:04:56,31,Male,Ph.D/DDS/MD,Corporation,100,8,80000,Married/Partner,0
8/25/2009 11:05:05,29,Male,Bachelors,Student,50,9,30000,Married/Partner,3
8/25/2009 11:05:44,26,Male,Bachelors,Small Business,60,5,80000,Single,0
8/25/2009 11:05:48,27,Male,Bachelors,Small Business,40,5,82000,Married/Partner,0
8/25/2009 11:05:50,24,Male,Bachelors,Self Employed,4,10,100000,Single,0
8/25/2009 11:06:07,21,Male,High School,Student,30,2,20000,Single,0
8/25/2009 11:06:24,29,Male,Ph.D/DDS/MD,Large Business,40,3,110000,Married/Partner,0
8/25/2009 11:07:20,66,Male,Bachelors,Unemployed,0,32,40000,Married/Partner,2
8/25/2009 11:07:21,43,Male,Bachelors,Small Business,40,12,41000,Married/Partner,1
8/25/2009 11:07:27,32,Male,Some College,Small Business,57,3,60000,Married/Partner,2
8/25/2009 11:07:38,21,Male,Some College,Corporation,60,1,30000,Single,0
8/25/2009 11:08:03,27,Male,Some College,Small Business,60,5,62000,Single,0
8/25/2009 11:08:41,25,Male,Masters/MBA,Student,55,10,43000,Married/Partner,0
8/25/2009 11:09:05,95,Female,Pre-High School,Unemployed,4,0,0,Remarried,10+
8/25/2009 11:09:22,21,Male,Some College,Self Employed,28,7,20000,Single,0
8/25/2009 11:09:43,35,Male,Masters/MBA,Self Employed,70,14,200000,Married/Partner,0
8/25/2009 11:09:48,35,Male,Bachelors,Government,50,12,55000,Married/Partner,0
8/25/2009 11:10:07,22,Male,Some College,Student,30,2,150000,Single,0
8/25/2009 11:10:30,23,Male,Bachelors,Large Business,35,5,86000,Single,0
8/25/2009 11:10:33,25,Male,Bachelors,Self Employed,70,3,100000,Married/Partner,0
8/25/2009 11:10:41,25,Male,Bachelors,Self Employed,10,3,50000,Single,0
8/25/2009 11:10:57,30,Male,Bachelors,Large Business,45,7,80000,Single,0
8/25/2009 11:11:07,24,Male,High School,Self Employed,12,3,1000,Single,0
8/25/2009 11:11:36,26,Male,Bachelors,Small Business,48,10,89000,Married/Partner,0
8/25/2009 11:11:58,24,Male,Bachelors,Self Employed,45,1,30000,Single,0
8/25/2009 11:11:59,39,Male,Masters/MBA,Government,40,12,50000,Married/Partner,2
8/25/2009 11:12:26,32,Male,High School,Self Employed,30,16,250000,Single,0
8/25/2009 11:12:29,22,Male,Bachelors,Unemployed,50-54,7,1000,Single,0
8/25/2009 11:12:31,25,Male,Bachelors,Large Business,40,3,48000,Married/Partner,0
8/25/2009 11:12:37,32,Male,Some College,Unemployed,0,4,40000,Married/Partner,2
8/25/2009 11:12:58,47,Male,Ph.D/DDS/MD,Government,40,16,100000,Married/Partner,1
8/25/2009 11:13:11,27,Male,Bachelors,Corporation,35,6,450000,Single,0
8/25/2009 11:13:15,31,Male,Bachelors,Corporation,40,10,132000,Married/Partner,0
8/25/2009 11:13:55,36,Male,Masters/MBA,Corporation,40,12,800000,Married/Partner,4
8/25/2009 11:14:14,27,Male,Bachelors,Self Employed,60,8,40000,Single,0
8/25/2009 11:14:26,23,Male,Bachelors,Large Business,40,1,55000,Single,0
8/25/2009 11:14:28,36,Male,Bachelors,Small Business,40,24,40000,Married/Partner,2
8/25/2009 11:15:51,34,Female,Masters/MBA,Small Business,40,4,80000,Married/Partner,0
8/25/2009 11:16:01,30,Male,Bachelors,Small Business,40,5,90000,Married/Partner,1
8/25/2009 11:16:02,44,Male,Bachelors,Small Business,45,21,165000,Married/Partner,2
8/25/2009 11:16:06,33,Male,Some College,Self Employed,40,13,145000,Married/Partner,0
8/25/2009 11:16:11,46,Male,Bachelors,Small Business,50,11,65000,Married/Partner,2
8/25/2009 11:16:43,33,Male,High School,Corporation,10,15,250000,Married/Partner,4
8/25/2009 11:16:51,23,Male,Masters/MBA,Unemployed,0,0,0,Single,0
8/25/2009 11:16:54,22,Male,Some College,Small Business,40,4,35000,Single,0
